Sexo;Edad;Renta anual neta media por persona y por unidad de consumo;Periodo;Total
Mujeres;Menos de 18 años;Renta neta media por persona;2018;8.830
Mujeres;Menos de 18 años;Renta neta media por persona;2017;8.439
Mujeres;Menos de 18 años;Renta neta media por persona;2016;8.136
Mujeres;Menos de 18 años;Renta neta media por persona;2015;7.962
Mujeres;Menos de 18 años;Renta neta media por persona;2014;7.811
Mujeres;Menos de 18 años;Renta neta media por persona;2013;7.847
Mujeres;Menos de 18 años;Renta neta media por persona;2012;8.165
Mujeres;Menos de 18 años;Renta neta media por persona;2011;8.187
Mujeres;Menos de 18 años;Renta neta media por persona;2010;8.264
Mujeres;Menos de 18 años;Renta neta media por persona;2009;8.341
Mujeres;Menos de 18 años;Renta neta media por persona;2008;7.976
Mujeres;Menos de 18 años;Renta media por unidad de consumo;2024;18.882
Mujeres;Menos de 18 años;Renta media por unidad de consumo;2023;18.513
Mujeres;Menos de 18 años;Renta media por unidad de consumo;2022;17.557
Mujeres;Menos de 18 años;Renta media por unidad de consumo;2021;16.463
Mujeres;Menos de 18 años;Renta media por unidad de consumo;2020;16.489
Mujeres;Menos de 18 años;Renta media por unidad de consumo;2019;15.932
Mujeres;Menos de 18 años;Renta media por unidad de consumo;2018;15.784
Mujeres;Menos de 18 años;Renta media por unidad de consumo;2017;15.069
Mujeres;Menos de 18 años;Renta media por unidad de consumo;2016;14.539
Mujeres;Menos de 18 años;Renta media por unidad de consumo;2015;14.225
Mujeres;Menos de 18 años;Renta media por unidad de consumo;2014;13.949
Mujeres;Menos de 18 años;Renta media por unidad de consumo;2013;13.998
Mujeres;Menos de 18 años;Renta media por unidad de consumo;2012;14.623
Mujeres;Menos de 18 años;Renta media por unidad de consumo;2011;14.653
Mujeres;Menos de 18 años;Renta media por unidad de consumo;2010;14.730
Mujeres;Menos de 18 años;Renta media por unidad de consumo;2009;14.952
Mujeres;Menos de 18 años;Renta media por unidad de consumo;2008;14.240
Mujeres;Menos de 18 años;Renta media por persona (con alquiler imputado);2024;11.654
Mujeres;Menos de 18 años;Renta media por persona (con alquiler imputado);2023;11.540
Mujeres;Menos de 18 años;Renta media por persona (con alquiler imputado);2022;11.059
Mujeres;Menos de 18 años;Renta media por persona (con alquiler imputado);2021;10.394
Mujeres;Menos de 18 años;Renta media por persona (con alquiler imputado);2020;10.393
Mujeres;Menos de 18 años;Renta media por persona (con alquiler imputado);2019;10.036
Mujeres;Menos de 18 años;Renta media por persona (con alquiler imputado);2018;9.940
Mujeres;Menos de 18 años;Renta media por persona (con alquiler imputado);2017;9.506
Mujeres;Menos de 18 años;Renta media por persona (con alquiler imputado);2016;9.119
Mujeres;Menos de 18 años;Renta media por persona (con alquiler imputado);2015;8.907
Mujeres;Menos de 18 años;Renta media por persona (con alquiler imputado);2014;8.767
Mujeres;Menos de 18 años;Renta media por persona (con alquiler imputado);2013;8.720
Mujeres;Menos de 18 años;Renta media por persona (con alquiler imputado);2012;9.059
Mujeres;Menos de 18 años;Renta media por persona (con alquiler imputado);2011;9.209
Mujeres;Menos de 18 años;Renta media por persona (con alquiler imputado);2010;9.244
Mujeres;Menos de 18 años;Renta media por persona (con alquiler imputado);2009;9.168
Mujeres;Menos de 18 años;Renta media por persona (con alquiler imputado);2008;8.838
Mujeres;Menos de 18 años;Renta media por unidad de consumo (con alquiler imputado);2024;20.862
Mujeres;Menos de 18 años;Renta media por unidad de consumo (con alquiler imputado);2023;20.623
Mujeres;Menos de 18 años;Renta media por unidad de consumo (con alquiler imputado);2022;19.794
Mujeres;Menos de 18 años;Renta media por unidad de consumo (con alquiler imputado);2021;18.587
Mujeres;Menos de 18 años;Renta media por unidad de consumo (con alquiler imputado);2020;18.533
Mujeres;Menos de 18 años;Renta media por unidad de consumo (con alquiler imputado);2019;17.909
Mujeres;Menos de 18 años;Renta media por unidad de consumo (con alquiler imputado);2018;17.743
Mujeres;Menos de 18 años;Renta media por unidad de consumo (con alquiler imputado);2017;16.952
Mujeres;Menos de 18 años;Renta media por unidad de consumo (con alquiler imputado);2016;16.276
Mujeres;Menos de 18 años;Renta media por unidad de consumo (con alquiler imputado);2015;15.896
Mujeres;Menos de 18 años;Renta media por unidad de consumo (con alquiler imputado);2014;15.635
Mujeres;Menos de 18 años;Renta media por unidad de consumo (con alquiler imputado);2013;15.541
Mujeres;Menos de 18 años;Renta media por unidad de consumo (con alquiler imputado);2012;16.207
Mujeres;Menos de 18 años;Renta media por unidad de consumo (con alquiler imputado);2011;16.465
Mujeres;Menos de 18 años;Renta media por unidad de consumo (con alquiler imputado);2010;16.467
Mujeres;Menos de 18 años;Renta media por unidad de consumo (con alquiler imputado);2009;16.423
Mujeres;Menos de 18 años;Renta media por unidad de consumo (con alquiler imputado);2008;15.766
Mujeres;De 18 a 64 años;Renta neta media por persona;2024;14.857
Mujeres;De 18 a 64 años;Renta neta media por persona;2023;14.170
Mujeres;De 18 a 64 años;Renta neta media por persona;2022;13.078
Mujeres;De 18 a 64 años;Renta neta media por persona;2021;12.361
Mujeres;De 18 a 64 años;Renta neta media por persona;2020;12.374
Mujeres;De 18 a 64 años;Renta neta media por persona;2019;11.819
Mujeres;De 18 a 64 años;Renta neta media por persona;2018;11.561
Mujeres;De 18 a 64 años;Renta neta media por persona;2017;11.305
Mujeres;De 18 a 64 años;Renta neta media por persona;2016;10.871
Mujeres;De 18 a 64 años;Renta neta media por persona;2015;10.549
Mujeres;De 18 a 64 años;Renta neta media por persona;2014;10.528
Mujeres;De 18 a 64 años;Renta neta media por persona;2013;10.848
Mujeres;De 18 a 64 años;Renta neta media por persona;2012;11.148
Mujeres;De 18 a 64 años;Renta neta media por persona;2011;11.332
Mujeres;De 18 a 64 años;Renta neta media por persona;2010;11.870
Mujeres;De 18 a 64 años;Renta neta media por persona;2009;11.705
Mujeres;De 18 a 64 años;Renta neta media por persona;2008;11.239
Mujeres;De 18 a 64 años;Renta media por unidad de consumo;2024;22.052
Mujeres;De 18 a 64 años;Renta media por unidad de consumo;2023;20.999
Mujeres;De 18 a 64 años;Renta media por unidad de consumo;2022;19.453
Mujeres;De 18 a 64 años;Renta media por unidad de consumo;2021;18.353
Mujeres;De 18 a 64 años;Renta media por unidad de consumo;2020;18.362
Mujeres;De 18 a 64 años;Renta media por unidad de consumo;2019;17.598
Mujeres;De 18 a 64 años;Renta media por unidad de consumo;2018;17.208
Mujeres;De 18 a 64 años;Renta media por unidad de consumo;2017;16.798
Mujeres;De 18 a 64 años;Renta media por unidad de consumo;2016;16.144
Mujeres;De 18 a 64 años;Renta media por unidad de consumo;2015;15.707
Mujeres;De 18 a 64 años;Renta media por unidad de consumo;2014;15.696
Mujeres;De 18 a 64 años;Renta media por unidad de consumo;2013;16.147
Mujeres;De 18 a 64 años;Renta media por unidad de consumo;2012;16.636
Mujeres;De 18 a 64 años;Renta media por unidad de consumo;2011;16.936
Mujeres;De 18 a 64 años;Renta media por unidad de consumo;2010;17.731
Mujeres;De 18 a 64 años;Renta media por unidad de consumo;2009;17.660
Mujeres;De 18 a 64 años;Renta media por unidad de consumo;2008;16.951
Mujeres;De 18 a 64 años;Renta media por persona (con alquiler imputado);2024;16.739
Mujeres;De 18 a 64 años;Renta media por persona (con alquiler imputado);2023;16.061
Mujeres;De 18 a 64 años;Renta media por persona (con alquiler imputado);2022;14.972
Mujeres;De 18 a 64 años;Renta media por persona (con alquiler imputado);2021;14.200
Mujeres;De 18 a 64 años;Renta media por persona (con alquiler imputado);2020;14.155
Mujeres;De 18 a 64 años;Renta media por persona (con alquiler imputado);2019;13.536
Mujeres;De 18 a 64 años;Renta media por persona (con alquiler imputado);2018;13.243
Mujeres;De 18 a 64 años;Renta media por persona (con alquiler imputado);2017;12.932
Mujeres;De 18 a 64 años;Renta media por persona (con alquiler imputado);2016;12.389
Mujeres;De 18 a 64 años;Renta media por persona (con alquiler imputado);2015;11.997
Mujeres;De 18 a 64 años;Renta media por persona (con alquiler imputado);2014;12.000
Mujeres;De 18 a 64 años;Renta media por persona (con alquiler imputado);2013;12.213
Mujeres;De 18 a 64 años;Renta media por persona (con alquiler imputado);2012;12.586
Mujeres;De 18 a 64 años;Renta media por persona (con alquiler imputado);2011;12.889
Mujeres;De 18 a 64 años;Renta media por persona (con alquiler imputado);2010;13.431
Mujeres;De 18 a 64 años;Renta media por persona (con alquiler imputado);2009;13.077
Mujeres;De 18 a 64 años;Renta media por persona (con alquiler imputado);2008;12.644
Mujeres;De 18 a 64 años;Renta media por unidad de consumo (con alquiler imputado);2024;24.718
Mujeres;De 18 a 64 años;Renta media por unidad de consumo (con alquiler imputado);2023;23.682
Mujeres;De 18 a 64 años;Renta media por unidad de consumo (con alquiler imputado);2022;22.165
Mujeres;De 18 a 64 años;Renta media por unidad de consumo (con alquiler imputado);2021;20.979
Mujeres;De 18 a 64 años;Renta media por unidad de consumo (con alquiler imputado);2020;20.907
Mujeres;De 18 a 64 años;Renta media por unidad de consumo (con alquiler imputado);2019;20.058
Mujeres;De 18 a 64 años;Renta media por unidad de consumo (con alquiler imputado);2018;19.625
Mujeres;De 18 a 64 años;Renta media por unidad de consumo (con alquiler imputado);2017;19.134
Mujeres;De 18 a 64 años;Renta media por unidad de consumo (con alquiler imputado);2016;18.318
Mujeres;De 18 a 64 años;Renta media por unidad de consumo (con alquiler imputado);2015;17.787
Mujeres;De 18 a 64 años;Renta media por unidad de consumo (con alquiler imputado);2014;17.814
Mujeres;De 18 a 64 años;Renta media por unidad de consumo (con alquiler imputado);2013;18.109
Mujeres;De 18 a 64 años;Renta media por unidad de consumo (con alquiler imputado);2012;18.692
Mujeres;De 18 a 64 años;Renta media por unidad de consumo (con alquiler imputado);2011;19.170
Mujeres;De 18 a 64 años;Renta media por unidad de consumo (con alquiler imputado);2010;19.971
Mujeres;De 18 a 64 años;Renta media por unidad de consumo (con alquiler imputado);2009;19.647
Mujeres;De 18 a 64 años;Renta media por unidad de consumo (con alquiler imputado);2008;18.999
